[2026-06-21 04:12:15.828] [INFO] Logger initialized
[2026-06-21 04:12:15.830] [EVT.ECO] Ecosystem created: 200x150, seed=42
[2026-06-21 04:12:35.880] [EVT.SPAWN] Plant at (2210,4231)
[2026-06-21 04:12:35.880] [EVT.SPAWN] PineTree at (2141,3073)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1164,2567)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1075,2684)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Moss at (4854,4000)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1014,2731)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1082,2613)
[2026-06-21 04:12:35.880] [EVT.SPAWN] PineTree at (2105,3171)
[2026-06-21 04:12:35.880] [EVT.SPAWN] PineTree at (2072,3328)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Moss at (4732,4021)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Moss at (4830,3886)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (995,2551)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1115,2650)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1015,2561)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (901,2736)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1055,2624)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (979,2719)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1035,2683)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (976,2772)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Moss at (4801,3963)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Grass at (618,2585)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Plant at (712,103)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1044,2764)
[2026-06-21 04:12:35.880] [EVT.SPAWN] PineTree at (3565,2610)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1027,2783)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1050,2849)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Grass at (490,2582)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Grass at (642,2648)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1122,2743)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1075,2778)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1068,2778)
[2026-06-21 04:12:35.880] [EVT.SPAWN] PineTree at (3522,2521)
[2026-06-21 04:12:35.880] [EVT.SPAWN] PineTree at (3488,2502)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (4191,1611)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (4268,1310)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1067,2706)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (914,2894)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1149,2839)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1100,2776)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Pine at (1068,2619)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Grass at (665,2616)
[2026-06-21 04:12:35.880] [EVT.SPAWN] Plant at (792,214)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1218,2794)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1093,2652)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1126,2788)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1076,2865)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1128,2812)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (992,2815)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1074,2700)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Grass at (617,2699)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Grass at (536,2644)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Plant at (827,212)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1041,2656)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1098,2679)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1110,2921)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (920,2788)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1162,2790)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1140,2753)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (995,2822)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1121,2854)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1031,2831)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1038,2852)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1057,2884)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (944,2801)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1104,2837)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (4253,1315)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (4144,1682)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (4352,1493)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1126,2710)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (912,2759)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1157,2823)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1098,2833)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1146,2741)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1029,2737)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1201,2724)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1146,2704)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1159,2733)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1235,2919)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (921,2886)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1055,2749)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1069,2747)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1062,2750)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1214,2706)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1098,2746)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (937,2791)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1032,2729)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1032,2804)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1120,2739)
[2026-06-21 04:12:35.881] [EVT.SPAWN] PineTree at (3469,2549)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Grass at (648,2558)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Grass at (605,2639)
[2026-06-21 04:12:35.881] [EVT.SPAWN] PineTree at (4583,1752)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (4192,1530)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (4164,1480)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Grass at (602,2553)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (4129,1579)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Algae at (1140,3364)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (4145,1538)
[2026-06-21 04:12:35.881] [EVT.SPAWN] GrassTuft at (3468,1356)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Algae at (1057,3165)
[2026-06-21 04:12:35.881] [EVT.SPAWN] BerryBush at (3381,2344)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Mushroom at (3559,1039)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1317,4601)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Plant at (660,133)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1021,2597)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1225,2628)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Flowers at (3785,2022)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Algae at (1071,3266)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Grass at (702,2573)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Mushroom at (3438,1162)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Mushroom at (3632,1142)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Flowers at (3881,1927)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Grass at (636,2559)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Algae at (1157,3112)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Algae at (1200,3154)
[2026-06-21 04:12:35.881] [EVT.SPAWN] BerryBush at (5724,226)
[2026-06-21 04:12:35.881] [EVT.SPAWN] BerryBush at (3401,2257)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (928,2743)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1015,2608)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1014,2648)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (898,2844)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (790,2631)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1061,2693)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (933,2586)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (947,2696)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (882,2666)
[2026-06-21 04:12:35.881] [EVT.SPAWN] BerryBush at (3395,2294)
[2026-06-21 04:12:35.881] [EVT.SPAWN] BerryBush at (3344,2404)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (900,2630)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (951,2698)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Algae at (1109,3268)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1064,2637)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (928,2713)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (999,2624)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Algae at (1044,3225)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (901,2751)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1012,2749)
[2026-06-21 04:12:35.881] [EVT.SPAWN] GrassTuft at (709,1485)
[2026-06-21 04:12:35.881] [EVT.SPAWN] BerryBush at (3418,2340)
[2026-06-21 04:12:35.881] [EVT.SPAWN] BerryBush at (3435,2276)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (993,2823)
[2026-06-21 04:12:35.881] [EVT.SPAWN] Pine at (1038,2692)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1048,2771)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (853,2641)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1071,2687)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1103,2572)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1070,2703)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1020,2631)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (916,2785)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (989,2766)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1032,2723)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1042,2758)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (900,2664)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1011,2686)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1034,2700)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1104,2758)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1086,2652)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (978,2724)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1071,2693)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1057,2712)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (971,2807)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1024,2637)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1063,2614)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1131,2738)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1025,2832)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (979,2621)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (843,2794)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1043,2570)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1036,2629)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1062,2625)
[2026-06-21 04:12:35.882] [EVT.SPAWN] BerryBush at (3432,2279)
[2026-06-21 04:12:35.882] [EVT.SPAWN] GrassTuft at (3671,1344)
[2026-06-21 04:12:35.882] [EVT.SPAWN] BerryBush at (3469,2413)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (4920,2613)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (4962,2605)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (896,2613)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (899,2678)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1083,2624)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1062,2685)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (908,2706)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1065,2599)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Plant at (705,62)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1088,2751)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1062,2666)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1063,2616)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (976,2633)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1016,2814)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1092,2584)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5106,2511)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (4818,2533)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1042,2786)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1073,2727)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1101,2588)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (983,2664)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1050,2687)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (956,2720)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (966,2674)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (991,2849)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (937,2709)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1083,2714)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1030,2659)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5157,2648)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (940,2653)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5028,2557)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1150,2764)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (953,2572)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5078,2634)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1116,2764)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (995,2610)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1019,2736)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1055,2588)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5073,2581)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (981,2541)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1078,2602)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1108,2699)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1108,2488)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1039,2843)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (948,2551)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1226,2727)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1073,2629)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (967,2799)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1000,2692)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (971,2728)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (947,2535)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (867,2715)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5088,2519)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5013,2539)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1016,2719)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1088,2691)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1008,2665)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1067,2688)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (936,2571)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1074,2769)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5054,2486)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1008,2625)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5093,2612)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (997,2799)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (972,2727)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (889,2714)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (1950,3178)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5018,2539)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5109,2607)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (907,2628)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (985,2707)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1039,2562)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5179,2644)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1045,2664)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4980,4047)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1072,2682)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1152,2616)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4858,3979)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (994,2799)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1112,2599)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4699,4016)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1156,2705)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4812,3988)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (2006,3179)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (960,2886)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (2004,3308)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1199,2844)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4966,4023)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4879,4076)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4820,3935)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (917,2869)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (1960,3164)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5067,2568)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1131,2856)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Bush at (1787,919)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Plant at (1426,601)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (2051,3211)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (4094,1368)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4784,4048)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (4151,1621)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4876,3987)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4837,3915)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (4122,1438)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4836,3906)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1155,2863)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1070,2670)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1222,2744)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (2146,3331)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (2002,3263)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (2104,3256)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (4250,1467)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (978,2687)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (996,2776)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4922,3981)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4718,4158)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4924,3943)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1076,2856)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4891,3980)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1072,2818)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4885,3989)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1054,2712)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Bush at (1723,873)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Plant at (1385,602)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4664,3932)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4749,3938)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1026,2532)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1089,2697)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1044,2687)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1194,2753)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (2113,3103)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1078,2851)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5006,2552)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (1995,3214)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1086,2915)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (1963,3323)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (949,2762)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (1988,3336)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Mushroom at (5033,2598)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1062,2747)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (2067,3123)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4897,4089)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (4154,1470)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4781,3857)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4710,4007)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (4127,1659)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4782,3953)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4780,3911)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4802,3979)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4881,3997)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (4228,1590)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4826,3991)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4783,3930)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Moss at (4662,3961)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1034,2758)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1157,2754)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1151,2831)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (945,2802)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1091,2695)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1017,2815)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1056,2708)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1124,2746)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1000,2752)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (957,2835)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1103,2959)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (908,2776)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (1118,2762)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (2068,3237)
[2026-06-21 04:12:35.882] [EVT.SPAWN] Pine at (4143,1455)
[2026-06-21 04:12:35.882] [EVT.SPAWN] PineTree at (2032,3148)
[2026-06-21 04:12:35.883] [EVT.SPAWN] Bush at (1830,782)
[2026-06-21 04:12:35.883] [EVT.SPAWN] Mushroom at (5046,2589)
[2026-06-21 04:12:35.883] [EVT.SPAWN] Pine at (4110,1542)
[2026-06-21 04:12:35.883] [EVT.SPAWN] Pine at (4242,1456)
[2026-06-21 04:12:35.883] [EVT.SPAWN] Pine at (4140,1480)
[2026-06-21 04:12:35.883] [EVT.SPAWN] Plant at (1195,584)
[2026-06-21 04:12:35.883] [EVT.SPAWN] Grass at (6157,3755)
[2026-06-21 04:12:35.883] [EVT.SPAWN] PineTree at (2037,3113)
[2026-06-21 04:12:35.883] [EVT.SPAWN] Pine at (4249,1510)
[2026-06-21 04:12:35.883] [EVT.SPAWN] Pine at (4081,1552)
[2026-06-21 04:12:35.883] [EVT.SPAWN] Moss at (4822,4016)
[2026-06-21 04:12:35.883] [EVT.SPAWN] Mushroom at (5118,2553)
[2026-06-21 04:12:35.883] [EVT.SPAWN] Bush at (1736,811)
[2026-06-21 04:12:35.883] [EVT.SPAWN] Pine at (4206,1626)
[2026-06-21 04:12:35.883] [EVT.SPAWN] Plant at (1280,634)
