[2026-06-20 16:29:20.302] [INFO] Logger initialized
[2026-06-20 16:29:20.303] [EVT.ECO] Ecosystem created: 200x150, seed=42
[2026-06-20 16:29:30.331] [EVT.SPAWN] Toadstool at (126,1448)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Toadstool at (108,1449)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Toadstool at (4168,2062)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Toadstool at (108,1385)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Toadstool at (80,1411)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Plant at (1,3119)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Plant at (1,3065)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Toadstool at (2039,3780)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Toadstool at (2019,3728)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Toadstool at (1998,3768)
[2026-06-20 16:29:30.331] [EVT.SPAWN] BerryBush at (1016,459)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Toadstool at (100,1468)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Toadstool at (132,1314)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Toadstool at (1952,3810)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Toadstool at (113,1534)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Flowers at (847,2971)
[2026-06-20 16:29:30.331] [EVT.SPAWN] BerryBush at (1004,534)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Toadstool at (53,1444)
[2026-06-20 16:29:30.331] [EVT.SPAWN] Toadstool at (91,1418)
[2026-06-20 16:29:30.344] [EVT.SPAWN] Pine at (3383,972)
[2026-06-20 16:29:30.344] [EVT.SPAWN] BerryBush at (1041,544)
[2026-06-20 16:29:30.344] [EVT.SPAWN] BerryBush at (874,624)
[2026-06-20 16:29:30.431] [EVT.SPAWN] Toadstool at (139,1466)
[2026-06-20 16:29:30.431] [EVT.SPAWN] Toadstool at (211,1292)
[2026-06-20 16:29:30.431] [EVT.SPAWN] Toadstool at (1919,3680)
[2026-06-20 16:29:30.432] [EVT.SPAWN] Toadstool at (173,1505)
[2026-06-20 16:29:30.432] [EVT.SPAWN] GrassTuft at (1443,675)
[2026-06-20 16:29:30.432] [EVT.SPAWN] Toadstool at (140,1336)
[2026-06-20 16:29:30.432] [EVT.SPAWN] Toadstool at (4125,2074)
[2026-06-20 16:29:30.432] [EVT.SPAWN] GrassTuft at (1599,572)
[2026-06-20 16:29:30.439] [EVT.DEATH] GrassTuft died at age 4,3s, energy -1,8
[2026-06-20 16:29:30.445] [EVT.SPAWN] Pine at (5112,3892)
[2026-06-20 16:29:30.445] [EVT.SPAWN] GrassTuft at (1488,590)
[2026-06-20 16:29:30.445] [EVT.SPAWN] Cactus at (4331,2123)
[2026-06-20 16:29:30.531] [EVT.SPAWN] Flowers at (4460,2900)
[2026-06-20 16:29:30.531] [EVT.SPAWN] GrassTuft at (2895,4162)
[2026-06-20 16:29:30.531] [EVT.SPAWN] BerryBush at (941,539)
[2026-06-20 16:29:30.531] [EVT.SPAWN] Moss at (6022,3921)
[2026-06-20 16:29:30.531] [EVT.SPAWN] Cactus at (4381,2162)
[2026-06-20 16:29:30.531] [EVT.SPAWN] GrassTuft at (2897,4098)
[2026-06-20 16:29:30.531] [EVT.SPAWN] Cactus at (2216,2949)
[2026-06-20 16:29:30.531] [EVT.SPAWN] Flowers at (4407,2918)
[2026-06-20 16:29:30.538] [EVT.DEATH] Toadstool died at age 8,1s, energy 0,0
[2026-06-20 16:29:30.540] [EVT.SPAWN] GrassTuft at (2914,4121)
[2026-06-20 16:29:30.540] [EVT.SPAWN] Moss at (3738,3893)
[2026-06-20 16:29:30.540] [EVT.SPAWN] Flowers at (4401,2874)
[2026-06-20 16:29:30.540] [EVT.SPAWN] Moss at (5981,3915)
[2026-06-20 16:29:30.631] [EVT.SPAWN] Flowers at (4343,2764)
[2026-06-20 16:29:30.631] [EVT.SPAWN] Flowers at (4314,2801)
[2026-06-20 16:29:30.631] [EVT.SPAWN] Moss at (3923,1889)
[2026-06-20 16:29:30.631] [EVT.SPAWN] Pine at (3266,1612)
[2026-06-20 16:29:30.631] [EVT.SPAWN] Moss at (3896,1837)
[2026-06-20 16:29:30.631] [EVT.SPAWN] Flowers at (4277,2969)
[2026-06-20 16:29:30.631] [EVT.SPAWN] Flowers at (4400,2932)
[2026-06-20 16:29:30.631] [EVT.SPAWN] Plant at (6024,1447)
[2026-06-20 16:29:30.631] [EVT.SPAWN] Moss at (3941,1824)
[2026-06-20 16:29:30.631] [EVT.SPAWN] Pine at (3137,1696)
[2026-06-20 16:29:30.631] [EVT.SPAWN] Toadstool at (4111,2011)
[2026-06-20 16:29:30.642] [EVT.SPAWN] Plant at (6008,1388)
[2026-06-20 16:29:30.642] [EVT.SPAWN] Plant at (4239,2553)
[2026-06-20 16:29:30.642] [EVT.SPAWN] Flowers at (3058,2567)
[2026-06-20 16:29:30.642] [EVT.SPAWN] Mushroom at (2019,2559)
[2026-06-20 16:29:30.642] [EVT.SPAWN] GrassTuft at (1294,3776)
[2026-06-20 16:29:30.642] [EVT.SPAWN] Moss at (3918,1907)
[2026-06-20 16:29:30.731] [EVT.SPAWN] Flowers at (4384,2896)
[2026-06-20 16:29:30.731] [EVT.SPAWN] Plant at (2963,3229)
[2026-06-20 16:29:30.731] [EVT.SPAWN] Plant at (5756,4314)
[2026-06-20 16:29:30.731] [EVT.SPAWN] Cactus at (2174,2920)
[2026-06-20 16:29:30.731] [EVT.SPAWN] BerryBush at (2450,820)
[2026-06-20 16:29:30.731] [EVT.SPAWN] Moss at (3875,1797)
[2026-06-20 16:29:30.731] [EVT.SPAWN] Plant at (2890,3314)
[2026-06-20 16:29:30.731] [EVT.SPAWN] Cactus at (4739,2977)
[2026-06-20 16:29:30.742] [EVT.SPAWN] Cactus at (2139,2868)
[2026-06-20 16:29:30.742] [EVT.SPAWN] Plant at (5765,4352)
[2026-06-20 16:29:30.742] [EVT.SPAWN] Flowers at (3679,2049)
[2026-06-20 16:29:30.742] [EVT.SPAWN] Cactus at (4694,2993)
[2026-06-20 16:29:30.742] [EVT.SPAWN] Plant at (2984,3256)
[2026-06-20 16:29:30.831] [EVT.SPAWN] Cactus at (4687,2985)
[2026-06-20 16:29:30.831] [EVT.SPAWN] Moss at (987,254)
[2026-06-20 16:29:30.831] [EVT.SPAWN] Cactus at (4743,2990)
[2026-06-20 16:29:30.831] [EVT.SPAWN] Moss at (1032,188)
[2026-06-20 16:29:30.831] [EVT.SPAWN] Moss at (5637,2074)
[2026-06-20 16:29:30.831] [EVT.SPAWN] Plant at (5723,4409)
[2026-06-20 16:29:30.843] [EVT.SPAWN] Moss at (961,175)
[2026-06-20 16:29:30.843] [EVT.SPAWN] Cactus at (2606,2944)
[2026-06-20 16:29:30.843] [EVT.SPAWN] Flowers at (5985,845)
[2026-06-20 16:29:30.843] [EVT.SPAWN] Plant at (574,2067)
[2026-06-20 16:29:30.931] [EVT.SPAWN] Plant at (476,1963)
[2026-06-20 16:29:30.931] [EVT.SPAWN] BerryBush at (5030,1834)
[2026-06-20 16:29:30.931] [EVT.SPAWN] Cactus at (2609,2831)
[2026-06-20 16:29:30.931] [EVT.SPAWN] Toadstool at (4616,2360)
[2026-06-20 16:29:30.931] [EVT.SPAWN] Plant at (599,2118)
[2026-06-20 16:29:30.931] [EVT.SPAWN] Flowers at (6004,894)
[2026-06-20 16:29:30.931] [EVT.SPAWN] Plant at (1967,635)
[2026-06-20 16:29:30.931] [EVT.SPAWN] BerryBush at (5161,3464)
[2026-06-20 16:29:30.931] [EVT.SPAWN] BerryBush at (3626,2855)
[2026-06-20 16:29:30.931] [EVT.SPAWN] Plant at (536,2033)
[2026-06-20 16:29:30.931] [EVT.SPAWN] Toadstool at (4449,2407)
[2026-06-20 16:29:30.931] [EVT.SPAWN] Moss at (988,261)
[2026-06-20 16:29:30.931] [EVT.SPAWN] Plant at (482,2027)
[2026-06-20 16:29:30.941] [EVT.SPAWN] Moss at (118,1776)
[2026-06-20 16:29:30.941] [EVT.SPAWN] BerryBush at (3705,2792)
[2026-06-20 16:29:30.941] [EVT.SPAWN] BerryBush at (5089,3546)
[2026-06-20 16:29:30.941] [EVT.SPAWN] Toadstool at (4551,2365)
[2026-06-20 16:29:30.941] [EVT.SPAWN] Plant at (1966,766)
[2026-06-20 16:29:30.941] [EVT.SPAWN] BerryBush at (5001,1865)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Flowers at (131,1835)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Plant at (618,1979)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Plant at (588,2003)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Flowers at (72,1827)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Plant at (583,2106)
[2026-06-20 16:29:31.042] [EVT.SPAWN] BerryBush at (5005,1854)
[2026-06-20 16:29:31.042] [EVT.SPAWN] BerryBush at (5109,1865)
[2026-06-20 16:29:31.042] [EVT.SPAWN] BerryBush at (4974,1939)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Flowers at (85,1663)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Plant at (543,2090)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Flowers at (99,1722)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Plant at (576,2050)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Plant at (579,2042)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Toadstool at (2445,3570)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Flowers at (4476,4545)
[2026-06-20 16:29:31.042] [EVT.SPAWN] BerryBush at (5020,1903)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Plant at (564,1986)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Moss at (102,1837)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Moss at (4006,2076)
[2026-06-20 16:29:31.042] [EVT.SPAWN] BerryBush at (5000,1835)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Plant at (4760,1016)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Flowers at (98,1683)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Flowers at (4296,4539)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Mushroom at (3847,2716)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Pine at (943,488)
[2026-06-20 16:29:31.042] [EVT.SPAWN] BerryBush at (5002,1885)
[2026-06-20 16:29:31.042] [EVT.SPAWN] Flowers at (76,1782)
[2026-06-20 16:29:31.042] [EVT.DEATH] Cactus died at age 3,6s, energy 0,0
[2026-06-20 16:29:31.049] [EVT.DEATH] Flowers died at age 6,3s, energy 0,0
[2026-06-20 16:29:31.052] [EVT.SPAWN] Plant at (4819,1016)
[2026-06-20 16:29:31.052] [EVT.SPAWN] Pine at (937,456)
[2026-06-20 16:29:31.052] [EVT.SPAWN] Moss at (3991,2003)
[2026-06-20 16:29:31.052] [EVT.SPAWN] Flowers at (4410,4534)
[2026-06-20 16:29:31.052] [EVT.SPAWN] Flowers at (46,1703)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Pine at (931,390)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Flowers at (3480,3252)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Toadstool at (1929,1872)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Toadstool at (1941,1994)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Flowers at (79,1880)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Plant at (530,2062)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Toadstool at (1888,1962)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Toadstool at (1966,1933)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Flowers at (183,1795)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Moss at (39,1773)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Flowers at (155,1757)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Pine at (921,385)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Flowers at (128,1771)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Toadstool at (2013,1930)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Toadstool at (1931,1922)
[2026-06-20 16:29:31.145] [EVT.SPAWN] Toadstool at (1870,1939)
[2026-06-20 16:29:31.156] [EVT.SPAWN] Toadstool at (1931,1866)
[2026-06-20 16:29:31.156] [EVT.SPAWN] Mushroom at (2364,3798)
[2026-06-20 16:29:31.156] [EVT.SPAWN] Toadstool at (3474,3363)
[2026-06-20 16:29:31.156] [EVT.SPAWN] BerryBush at (1295,4513)
[2026-06-20 16:29:31.156] [EVT.SPAWN] Toadstool at (3245,973)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Toadstool at (75,1430)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Toadstool at (131,1311)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Toadstool at (94,1493)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Mushroom at (2315,3748)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Mushroom at (2315,3804)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Toadstool at (1950,3800)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Flowers at (934,2221)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Moss at (60,1638)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Flowers at (3444,3211)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Toadstool at (18,1473)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Toadstool at (1909,1869)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Flowers at (3522,3178)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Toadstool at (1967,1962)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Toadstool at (3424,3271)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Mushroom at (2226,3840)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Mushroom at (2229,3690)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Toadstool at (40,1355)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Flowers at (3570,3121)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Toadstool at (57,1411)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Mushroom at (2279,3868)
[2026-06-20 16:29:31.249] [EVT.SPAWN] BerryBush at (2390,2006)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Flowers at (3466,3121)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Toadstool at (3422,3389)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Toadstool at (22,1384)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Mushroom at (2191,3754)
[2026-06-20 16:29:31.249] [EVT.SPAWN] Flowers at (3546,3140)
[2026-06-20 16:29:31.259] [EVT.SPAWN] Flowers at (3532,3164)
[2026-06-20 16:29:31.259] [EVT.SPAWN] Toadstool at (114,1463)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (156,1472)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (153,1408)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (144,1366)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (82,1307)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (104,1409)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (145,1364)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (239,1499)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (1859,3831)
[2026-06-20 16:29:31.351] [EVT.SPAWN] BerryBush at (2517,741)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Flowers at (3509,3223)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Flowers at (3414,3099)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Flowers at (106,1842)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Flowers at (3538,3267)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (4191,2129)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (240,1378)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (107,1375)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Mushroom at (2346,3902)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (101,1445)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (162,1266)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (58,1338)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (2001,3711)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Mushroom at (917,1838)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Flowers at (3563,3048)
[2026-06-20 16:29:31.351] [EVT.SPAWN] BerryBush at (2481,704)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (140,1412)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (82,1386)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (49,1485)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (4303,2062)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (137,1416)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (157,1353)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Flowers at (3510,3198)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Flowers at (110,1787)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Flowers at (858,2203)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Mushroom at (941,1868)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (2010,3785)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (166,1499)
[2026-06-20 16:29:31.351] [EVT.SPAWN] BerryBush at (2462,805)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (1895,3789)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Cactus at (2714,2860)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (2054,3758)
[2026-06-20 16:29:31.351] [EVT.SPAWN] Toadstool at (173,1498)
[2026-06-20 16:29:31.361] [EVT.SPAWN] Toadstool at (1943,3730)
[2026-06-20 16:29:31.361] [EVT.SPAWN] Mushroom at (972,1854)
[2026-06-20 16:29:31.361] [EVT.SPAWN] Flowers at (807,2253)
[2026-06-20 16:29:31.361] [EVT.SPAWN] Toadstool at (4243,2094)
[2026-06-20 16:29:31.361] [EVT.SPAWN] Toadstool at (2497,3615)
[2026-06-20 16:29:31.361] [EVT.SPAWN] BerryBush at (2480,772)
[2026-06-20 16:29:31.361] [EVT.SPAWN] Mushroom at (1666,2460)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (197,1524)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (142,1274)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (78,1422)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (1932,3775)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (1892,3860)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (1896,3773)
[2026-06-20 16:29:31.431] [EVT.SPAWN] BerryBush at (2465,744)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Flowers at (3545,3161)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (145,1472)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (166,1404)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (2058,3664)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (1993,3796)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Mushroom at (801,1946)
[2026-06-20 16:29:31.431] [EVT.SPAWN] BerryBush at (2458,827)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (91,1543)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (2014,3690)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (1943,3706)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (1964,3823)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Mushroom at (1699,2340)
[2026-06-20 16:29:31.431] [EVT.SPAWN] Toadstool at (2487,3685)
[2026-06-20 16:29:31.442] [EVT.DEATH] Mushroom died at age 4,9s, energy 0,0
[2026-06-20 16:29:31.442] [EVT.SPAWN] Flowers at (2912,1822)
[2026-06-20 16:29:31.442] [EVT.SPAWN] Flowers at (5065,1415)
[2026-06-20 16:29:31.533] [EVT.SPAWN] Toadstool at (1998,3811)
[2026-06-20 16:29:31.533] [EVT.SPAWN] Toadstool at (1958,3669)
[2026-06-20 16:29:31.533] [EVT.SPAWN] Toadstool at (2160,3746)
[2026-06-20 16:29:31.533] [EVT.SPAWN] Toadstool at (1944,3736)
[2026-06-20 16:29:31.533] [EVT.SPAWN] Flowers at (4983,1372)
[2026-06-20 16:29:31.533] [EVT.SPAWN] Mushroom at (4530,3914)
[2026-06-20 16:29:31.533] [EVT.SPAWN] Toadstool at (2000,3682)
[2026-06-20 16:29:31.533] [EVT.SPAWN] Mushroom at (868,1829)
[2026-06-20 16:29:31.538] [EVT.DEATH] Toadstool died at age 3,1s, energy -2,0
[2026-06-20 16:29:31.544] [EVT.SPAWN] Mushroom at (4636,3918)
[2026-06-20 16:29:31.637] [EVT.SPAWN] Pine at (1209,2291)
[2026-06-20 16:29:31.637] [EVT.SPAWN] Pine at (1205,2273)
[2026-06-20 16:29:31.637] [EVT.SPAWN] Pine at (1226,2334)
[2026-06-20 16:29:31.637] [EVT.SPAWN] Mushroom at (4615,3807)
[2026-06-20 16:29:31.637] [EVT.SPAWN] Pine at (1287,2352)
[2026-06-20 16:29:31.648] [EVT.SPAWN] Pine at (1282,2336)
[2026-06-20 16:29:31.648] [EVT.SPAWN] Moss at (3266,1740)
[2026-06-20 16:29:31.648] [EVT.SPAWN] Flowers at (440,2228)
[2026-06-20 16:29:31.648] [EVT.SPAWN] Mushroom at (853,2025)
[2026-06-20 16:29:31.743] [EVT.SPAWN] Mushroom at (905,2089)
[2026-06-20 16:29:31.743] [EVT.SPAWN] Moss at (49,1670)
[2026-06-20 16:29:31.743] [EVT.DEATH] Plant died at age 7,2s, energy 0,0
[2026-06-20 16:29:31.746] [EVT.DEATH] Pine died at age 7,3s, energy -0,6
[2026-06-20 16:29:31.755] [EVT.SPAWN] BerryBush at (867,4491)
[2026-06-20 16:29:31.755] [EVT.SPAWN] Plant at (26,3170)
[2026-06-20 16:29:31.755] [EVT.SPAWN] Toadstool at (1162,3189)
[2026-06-20 16:29:31.755] [EVT.SPAWN] Cactus at (2586,1487)
[2026-06-20 16:29:31.848] [EVT.SPAWN] Toadstool at (2083,3726)
[2026-06-20 16:29:31.848] [EVT.SPAWN] Plant at (1,3077)
[2026-06-20 16:29:31.848] [EVT.SPAWN] Plant at (1,3141)
[2026-06-20 16:29:31.848] [EVT.SPAWN] BerryBush at (929,4475)
[2026-06-20 16:29:31.848] [EVT.SPAWN] BerryBush at (1042,4497)
[2026-06-20 16:29:31.848] [EVT.SPAWN] Toadstool at (4180,2061)
[2026-06-20 16:29:31.848] [EVT.SPAWN] Plant at (60,3170)
[2026-06-20 16:29:31.848] [EVT.SPAWN] Plant at (78,3123)
[2026-06-20 16:29:31.848] [EVT.SPAWN] BerryBush at (2418,743)
[2026-06-20 16:29:31.848] [EVT.SPAWN] BerryBush at (978,4481)
[2026-06-20 16:29:31.848] [EVT.SPAWN] Cactus at (2611,1476)
[2026-06-20 16:29:31.848] [EVT.SPAWN] Toadstool at (1116,3076)
[2026-06-20 16:29:31.848] [EVT.SPAWN] Plant at (50,3155)
[2026-06-20 16:29:31.848] [EVT.SPAWN] GrassTuft at (1602,4094)
[2026-06-20 16:29:31.848] [EVT.SPAWN] BerryBush at (904,4552)
[2026-06-20 16:29:31.848] [EVT.SPAWN] Plant at (49,3187)
[2026-06-20 16:29:31.857] [EVT.DEATH] BerryBush died at age 8,2s, energy 0,0
[2026-06-20 16:29:31.859] [EVT.SPAWN] Mushroom at (1836,2701)
[2026-06-20 16:29:31.859] [EVT.SPAWN] GrassTuft at (1641,4084)
[2026-06-20 16:29:31.859] [EVT.SPAWN] Flowers at (5699,4038)
[2026-06-20 16:29:31.859] [EVT.SPAWN] Flowers at (4540,1696)
[2026-06-20 16:29:31.859] [EVT.SPAWN] Plant at (709,4393)
[2026-06-20 16:29:31.935] [EVT.SPAWN] BerryBush at (2494,837)
[2026-06-20 16:29:31.935] [EVT.SPAWN] Toadstool at (82,1474)
[2026-06-20 16:29:31.935] [EVT.SPAWN] Plant at (134,3030)
[2026-06-20 16:29:31.936] [EVT.SPAWN] Flowers at (4375,2847)
[2026-06-20 16:29:31.936] [EVT.SPAWN] Flowers at (4293,2902)
[2026-06-20 16:29:31.936] [EVT.SPAWN] BerryBush at (3257,830)
[2026-06-20 16:29:31.936] [EVT.SPAWN] Flowers at (3863,2097)
[2026-06-20 16:29:31.936] [EVT.SPAWN] Flowers at (4450,2797)
[2026-06-20 16:29:31.936] [EVT.SPAWN] Flowers at (5693,3990)
[2026-06-20 16:29:31.936] [EVT.SPAWN] Pine at (1267,4056)
[2026-06-20 16:29:31.936] [EVT.SPAWN] Flowers at (4341,2877)
[2026-06-20 16:29:31.936] [EVT.SPAWN] Flowers at (4418,2880)
[2026-06-20 16:29:31.944] [EVT.DEATH] GrassTuft died at age 3,9s, energy 0,0
[2026-06-20 16:29:31.945] [EVT.DEATH] Moss died at age 9,5s, energy 0,0
[2026-06-20 16:29:31.947] [EVT.SPAWN] Plant at (90,74)
[2026-06-20 16:29:31.947] [EVT.SPAWN] Pine at (1292,4085)
[2026-06-20 16:29:31.947] [EVT.SPAWN] Flowers at (3863,1962)
[2026-06-20 16:29:31.947] [EVT.SPAWN] Flowers at (4408,2798)
[2026-06-20 16:29:31.947] [EVT.SPAWN] Mushroom at (5992,3628)
[2026-06-20 16:29:31.947] [EVT.SPAWN] Cactus at (6270,3713)
[2026-06-20 16:29:32.040] [EVT.SPAWN] Flowers at (4450,2935)
[2026-06-20 16:29:32.040] [EVT.SPAWN] Flowers at (4437,2946)
[2026-06-20 16:29:32.040] [EVT.SPAWN] Flowers at (4351,2907)
[2026-06-20 16:29:32.040] [EVT.SPAWN] Flowers at (4410,2809)
[2026-06-20 16:29:32.040] [EVT.SPAWN] Flowers at (4152,3140)
[2026-06-20 16:29:32.040] [EVT.SPAWN] Flowers at (797,2349)
[2026-06-20 16:29:32.040] [EVT.SPAWN] Flowers at (4352,2869)
[2026-06-20 16:29:32.040] [EVT.SPAWN] Mushroom at (6010,3627)
[2026-06-20 16:29:32.040] [EVT.SPAWN] Flowers at (4337,2973)
[2026-06-20 16:29:32.040] [EVT.SPAWN] Flowers at (4131,3089)
[2026-06-20 16:29:32.040] [EVT.SPAWN] BerryBush at (3425,868)
[2026-06-20 16:29:32.040] [EVT.SPAWN] Flowers at (4119,3129)
[2026-06-20 16:29:32.040] [EVT.SPAWN] Flowers at (838,2391)
[2026-06-20 16:29:32.048] [EVT.DEATH] Mushroom died at age 9,6s, energy 0,0
[2026-06-20 16:29:32.053] [EVT.SPAWN] Moss at (4062,2858)
[2026-06-20 16:29:32.053] [EVT.SPAWN] Moss at (930,4242)
[2026-06-20 16:29:32.053] [EVT.SPAWN] Flowers at (4104,3139)
[2026-06-20 16:29:32.053] [EVT.SPAWN] Plant at (565,2032)
